ts,tick,0,o,[] 1
tc,tick,0,o,[] 2
ts,tick,-1,o,[] 2
tc,tick,-1,o,[] 3
ts,tick,-2,o,[] 3
tc,tick,-2,o,[] 4
ts,tick,-3,o,[] 4
tc,tick,-3,o,[] 5
ts,open_ballot,1,agent1,[m1] 5
tc,open_ballot,1,agent1,[] 6
ts,tick,-4,o,[] 5
tc,tick,-4,o,[] 6
ts,tick,-5,o,[] 6
tc,tick,-5,o,[] 7
ts,close_ballot,2,agent1,[m1] 7
tc,close_ballot,2,agent1,[] 8
ts,tick,-6,o,[] 7
tc,tick,-6,o,[] 8
ts,tick,-7,o,[] 8
tc,tick,-7,o,[] 9
ts,open_ballot,3,agent1,[m2] 9
tc,open_ballot,3,agent1,[] 10
ts,tick,-8,o,[] 9
tc,tick,-8,o,[] 10
ts,tick,-9,o,[] 10
tc,tick,-9,o,[] 11
ts,close_ballot,4,agent1,[m1] 11
tc,close_ballot,4,agent1,[] 12
ts,open_ballot,5,agent1,[m2] 11
tc,open_ballot,5,agent1,[] 12
ts,tick,-10,o,[] 11
tc,tick,-10,o,[] 12
ts,tick,-11,o,[] 12
tc,tick,-11,o,[] 13
ts,open_ballot,6,agent1,[m0] 13
tc,open_ballot,6,agent1,[] 14
ts,open_ballot,7,agent1,[m2] 13
tc,open_ballot,7,agent1,[] 14
ts,tick,-12,o,[] 13
tc,tick,-12,o,[] 14
ts,tick,-13,o,[] 14
tc,tick,-13,o,[] 15
ts,tick,-14,o,[] 15
tc,tick,-14,o,[] 16
ts,tick,-15,o,[] 16
tc,tick,-15,o,[] 17
ts,close_ballot,8,agent1,[m0] 17
tc,close_ballot,8,agent1,[] 18
ts,tick,-16,o,[] 17
tc,tick,-16,o,[] 18
ts,tick,-17,o,[] 18
tc,tick,-17,o,[] 19
ts,tick,-18,o,[] 19
tc,tick,-18,o,[] 20
ts,tick,-19,o,[] 20
tc,tick,-19,o,[] 21
ts,open_ballot,9,agent1,[m0] 21
tc,open_ballot,9,agent1,[] 22
ts,tick,-20,o,[] 21
tc,tick,-20,o,[] 22
ts,tick,-21,o,[] 22
tc,tick,-21,o,[] 23
ts,tick,-22,o,[] 23
tc,tick,-22,o,[] 24
ts,tick,-23,o,[] 24
tc,tick,-23,o,[] 25
ts,close_ballot,10,agent1,[m0] 25
tc,close_ballot,10,agent1,[] 26
ts,tick,-24,o,[] 26
tc,tick,-24,o,[] 27
ts,tick,-25,o,[] 27
tc,tick,-25,o,[] 28
ts,tick,-26,o,[] 28
tc,tick,-26,o,[] 29
ts,tick,-27,o,[] 29
tc,tick,-27,o,[] 30
ts,tick,-28,o,[] 30
tc,tick,-28,o,[] 31
ts,tick,-29,o,[] 31
tc,tick,-29,o,[] 32
ts,tick,-30,o,[] 32
tc,tick,-30,o,[] 33
